,IUI Number,Date,IUI ART Number,ICI Number,ICI ART Number,ID
4554,0.0,2022-03-12,10.0,0.0,0.0,2310
4906,0.0,2022-03-13,10.0,0.0,0.0,2310
5256,0.0,2022-03-14,10.0,0.0,0.0,2310
5608,0.0,2022-03-15,10.0,0.0,0.0,2310
5956,0.0,2022-03-16,10.0,0.0,0.0,2310
6312,0.0,2022-03-17,10.0,0.0,0.0,2310
6669,0.0,2022-03-18,10.0,0.0,0.0,2310
7021,0.0,2022-03-19,10.0,0.0,0.0,2310
7374,0.0,2022-03-20,10.0,0.0,0.0,2310
7727,0.0,2022-03-21,10.0,0.0,0.0,2310
8079,0.0,2022-03-22,10.0,0.0,0.0,2310
8430,0.0,2022-03-23,10.0,0.0,0.0,2310
8782,0.0,2022-03-24,10.0,0.0,0.0,2310
9132,0.0,2022-03-25,10.0,0.0,0.0,2310
9487,0.0,2022-03-26,10.0,0.0,0.0,2310
9838,0.0,2022-03-27,10.0,0.0,0.0,2310
10190,0.0,2022-03-28,10.0,0.0,0.0,2310
10542,0.0,2022-03-29,10.0,0.0,0.0,2310
10895,0.0,2022-03-30,10.0,0.0,0.0,2310
11246,0.0,2022-03-31,10.0,0.0,0.0,2310
11596,0.0,2022-04-01,10.0,0.0,0.0,2310
11945,0.0,2022-04-02,10.0,0.0,0.0,2310
12292,0.0,2022-04-03,10.0,0.0,0.0,2310
12639,0.0,2022-04-04,10.0,0.0,0.0,2310
12985,0.0,2022-04-05,10.0,0.0,0.0,2310
13332,0.0,2022-04-06,10.0,0.0,0.0,2310
13682,0.0,2022-04-07,10.0,0.0,0.0,2310
14036,0.0,2022-04-08,10.0,0.0,0.0,2310
14385,0.0,2022-04-09,10.0,0.0,0.0,2310
14742,0.0,2022-04-10,10.0,0.0,0.0,2310
15096,0.0,2022-04-11,10.0,0.0,0.0,2310
15447,0.0,2022-04-12,10.0,0.0,0.0,2310
15804,0.0,2022-04-13,10.0,0.0,0.0,2310
16153,0.0,2022-04-14,10.0,0.0,0.0,2310
16503,0.0,2022-04-15,10.0,0.0,0.0,2310
16852,0.0,2022-04-16,10.0,0.0,0.0,2310
17202,0.0,2022-04-17,10.0,0.0,0.0,2310
17552,0.0,2022-04-18,10.0,0.0,0.0,2310
17903,0.0,2022-04-19,10.0,0.0,0.0,2310
18255,,2022-04-20,10.0,,,2310
18606,,2022-04-21,10.0,,,2310
345,0.0,2022-02-28,1.0,0.0,0.0,2342
701,0.0,2022-03-01,1.0,0.0,0.0,2342
1060,0.0,2022-03-02,1.0,0.0,0.0,2342
1418,0.0,2022-03-03,1.0,0.0,0.0,2342
1775,0.0,2022-03-04,1.0,0.0,0.0,2342
2131,0.0,2022-03-05,1.0,0.0,0.0,2342
2488,0.0,2022-03-06,1.0,0.0,0.0,2342
2847,0.0,2022-03-07,1.0,0.0,0.0,2342
3206,0.0,2022-03-08,1.0,0.0,0.0,2342
3562,0.0,2022-03-09,1.0,0.0,0.0,2342
3915,0.0,2022-03-10,1.0,0.0,0.0,2342
4267,0.0,2022-03-11,1.0,0.0,0.0,2342
4619,0.0,2022-03-12,1.0,0.0,0.0,2342
4970,0.0,2022-03-13,1.0,0.0,0.0,2342
5321,0.0,2022-03-14,1.0,0.0,0.0,2342
5673,0.0,2022-03-15,1.0,0.0,0.0,2342
6023,0.0,2022-03-16,1.0,0.0,0.0,2342
6381,0.0,2022-03-17,1.0,0.0,0.0,2342
6734,0.0,2022-03-18,1.0,0.0,0.0,2342
7087,0.0,2022-03-19,1.0,0.0,0.0,2342
7440,0.0,2022-03-20,1.0,0.0,0.0,2342
7793,0.0,2022-03-21,1.0,0.0,0.0,2342
8146,0.0,2022-03-22,1.0,0.0,0.0,2342
8498,0.0,2022-03-23,1.0,0.0,0.0,2342
8848,0.0,2022-03-24,1.0,0.0,0.0,2342
9197,0.0,2022-03-25,1.0,0.0,0.0,2342
9552,0.0,2022-03-26,1.0,0.0,0.0,2342
9906,0.0,2022-03-27,1.0,0.0,0.0,2342
10259,0.0,2022-03-28,1.0,0.0,0.0,2342
10610,0.0,2022-03-29,1.0,0.0,0.0,2342
10961,0.0,2022-03-30,1.0,0.0,0.0,2342
11311,0.0,2022-03-31,1.0,0.0,0.0,2342
11661,0.0,2022-04-01,1.0,0.0,0.0,2342
12008,0.0,2022-04-02,1.0,0.0,0.0,2342
12356,0.0,2022-04-03,1.0,0.0,0.0,2342
12703,0.0,2022-04-04,1.0,0.0,0.0,2342
13050,0.0,2022-04-05,1.0,0.0,0.0,2342
13397,0.0,2022-04-06,1.0,0.0,0.0,2342
13747,0.0,2022-04-07,1.0,0.0,0.0,2342
14100,0.0,2022-04-08,1.0,0.0,0.0,2342
14455,0.0,2022-04-09,1.0,0.0,0.0,2342
14812,0.0,2022-04-10,1.0,0.0,0.0,2342
15166,0.0,2022-04-11,1.0,0.0,0.0,2342
15520,0.0,2022-04-12,1.0,0.0,0.0,2342
15871,0.0,2022-04-13,1.0,0.0,0.0,2342
16222,0.0,2022-04-14,1.0,0.0,0.0,2342
16572,0.0,2022-04-15,1.0,0.0,0.0,2342
16922,0.0,2022-04-16,1.0,0.0,0.0,2342
17272,0.0,2022-04-17,1.0,0.0,0.0,2342
17622,0.0,2022-04-18,1.0,0.0,0.0,2342
17973,0.0,2022-04-19,1.0,0.0,0.0,2342
18323,0.0,2022-04-20,1.0,0.0,0.0,2342
18673,0.0,2022-04-21,1.0,0.0,0.0,2342
143,10.0,2022-02-28,0.0,10.0,0.0,2503
496,10.0,2022-03-01,0.0,10.0,0.0,2503
852,10.0,2022-03-02,0.0,10.0,0.0,2503
1207,10.0,2022-03-03,0.0,10.0,0.0,2503
1564,10.0,2022-03-04,0.0,10.0,0.0,2503
1922,10.0,2022-03-05,0.0,10.0,0.0,2503
2278,10.0,2022-03-06,0.0,10.0,0.0,2503
2635,10.0,2022-03-07,0.0,10.0,0.0,2503
2992,10.0,2022-03-08,0.0,10.0,0.0,2503
3346,10.0,2022-03-09,0.0,10.0,0.0,2503
3700,10.0,2022-03-10,0.0,10.0,0.0,2503
4053,10.0,2022-03-11,0.0,10.0,0.0,2503
4406,10.0,2022-03-12,0.0,10.0,0.0,2503
4756,10.0,2022-03-13,0.0,10.0,0.0,2503
5107,10.0,2022-03-14,0.0,10.0,0.0,2503
5464,10.0,2022-03-15,0.0,10.0,0.0,2503
5811,10.0,2022-03-16,0.0,10.0,0.0,2503
6159,10.0,2022-03-17,0.0,10.0,0.0,2503
6519,10.0,2022-03-18,0.0,10.0,0.0,2503
6869,10.0,2022-03-19,0.0,10.0,0.0,2503
7221,10.0,2022-03-20,0.0,10.0,0.0,2503
7574,10.0,2022-03-21,0.0,10.0,0.0,2503
7925,10.0,2022-03-22,0.0,10.0,0.0,2503
8277,10.0,2022-03-23,0.0,10.0,0.0,2503
8630,10.0,2022-03-24,0.0,10.0,0.0,2503
8978,10.0,2022-03-25,0.0,10.0,0.0,2503
9331,10.0,2022-03-26,0.0,10.0,0.0,2503
9682,10.0,2022-03-27,0.0,10.0,0.0,2503
10036,10.0,2022-03-28,0.0,10.0,0.0,2503
10388,10.0,2022-03-29,0.0,10.0,0.0,2503
10738,10.0,2022-03-30,0.0,10.0,0.0,2503
11087,10.0,2022-03-31,0.0,10.0,0.0,2503
11439,10.0,2022-04-01,0.0,10.0,0.0,2503
11786,10.0,2022-04-02,0.0,10.0,0.0,2503
12134,10.0,2022-04-03,0.0,10.0,0.0,2503
12482,10.0,2022-04-04,0.0,10.0,0.0,2503
12828,10.0,2022-04-05,0.0,10.0,0.0,2503
13175,10.0,2022-04-06,0.0,10.0,0.0,2503
13524,10.0,2022-04-07,0.0,10.0,0.0,2503
13878,10.0,2022-04-08,0.0,10.0,0.0,2503
14228,10.0,2022-04-09,0.0,10.0,0.0,2503
14581,10.0,2022-04-10,0.0,10.0,0.0,2503
14938,10.0,2022-04-11,0.0,10.0,0.0,2503
15291,10.0,2022-04-12,0.0,10.0,0.0,2503
15648,10.0,2022-04-13,0.0,10.0,0.0,2503
16000,10.0,2022-04-14,0.0,10.0,0.0,2503
16348,10.0,2022-04-15,0.0,10.0,0.0,2503
16696,10.0,2022-04-16,0.0,10.0,0.0,2503
17046,10.0,2022-04-17,0.0,10.0,0.0,2503
17395,10.0,2022-04-18,0.0,10.0,0.0,2503
17745,10.0,2022-04-19,0.0,10.0,0.0,2503
18097,10.0,2022-04-20,0.0,10.0,0.0,2503
18450,10.0,2022-04-21,0.0,10.0,0.0,2503
261,10.0,2022-02-28,1.0,0.0,0.0,2553
616,10.0,2022-03-01,1.0,0.0,0.0,2553
976,10.0,2022-03-02,1.0,0.0,0.0,2553
1331,10.0,2022-03-03,1.0,0.0,0.0,2553
1689,10.0,2022-03-04,1.0,0.0,0.0,2553
2046,10.0,2022-03-05,1.0,0.0,0.0,2553
2402,10.0,2022-03-06,1.0,0.0,0.0,2553
2760,10.0,2022-03-07,1.0,0.0,0.0,2553
3118,10.0,2022-03-08,1.0,0.0,0.0,2553
3475,10.0,2022-03-09,1.0,0.0,0.0,2553
3830,10.0,2022-03-10,1.0,0.0,0.0,2553
4181,10.0,2022-03-11,1.0,0.0,0.0,2553
4533,10.0,2022-03-12,1.0,0.0,0.0,2553
4885,10.0,2022-03-13,1.0,0.0,0.0,2553
5235,10.0,2022-03-14,1.0,0.0,0.0,2553
5587,10.0,2022-03-15,1.0,0.0,0.0,2553
5938,10.0,2022-03-16,1.0,0.0,0.0,2553
6293,10.0,2022-03-17,1.0,0.0,0.0,2553
6650,10.0,2022-03-18,1.0,0.0,0.0,2553
7001,10.0,2022-03-19,1.0,0.0,0.0,2553
7354,10.0,2022-03-20,1.0,0.0,0.0,2553
7707,10.0,2022-03-21,1.0,0.0,0.0,2553
8059,10.0,2022-03-22,1.0,0.0,0.0,2553
8409,10.0,2022-03-23,1.0,0.0,0.0,2553
8761,10.0,2022-03-24,1.0,0.0,0.0,2553
9111,10.0,2022-03-25,1.0,0.0,0.0,2553
9463,10.0,2022-03-26,1.0,0.0,0.0,2553
9817,10.0,2022-03-27,1.0,0.0,0.0,2553
10169,10.0,2022-03-28,1.0,0.0,0.0,2553
10520,10.0,2022-03-29,1.0,0.0,0.0,2553
10874,10.0,2022-03-30,1.0,0.0,0.0,2553
11226,10.0,2022-03-31,1.0,0.0,0.0,2553
11579,10.0,2022-04-01,1.0,0.0,0.0,2553
11925,10.0,2022-04-02,1.0,0.0,0.0,2553
12272,10.0,2022-04-03,1.0,0.0,0.0,2553
12619,10.0,2022-04-04,1.0,0.0,0.0,2553
12965,10.0,2022-04-05,1.0,0.0,0.0,2553
13312,10.0,2022-04-06,1.0,0.0,0.0,2553
13662,10.0,2022-04-07,1.0,0.0,0.0,2553
14016,10.0,2022-04-08,1.0,0.0,0.0,2553
14366,10.0,2022-04-09,1.0,0.0,0.0,2553
14722,10.0,2022-04-10,1.0,0.0,0.0,2553
15076,10.0,2022-04-11,1.0,0.0,0.0,2553
15432,10.0,2022-04-12,1.0,0.0,0.0,2553
15787,10.0,2022-04-13,1.0,0.0,0.0,2553
16137,10.0,2022-04-14,1.0,0.0,0.0,2553
16487,10.0,2022-04-15,1.0,0.0,0.0,2553
16835,10.0,2022-04-16,1.0,0.0,0.0,2553
17185,10.0,2022-04-17,1.0,0.0,0.0,2553
17535,10.0,2022-04-18,1.0,0.0,0.0,2553
17886,10.0,2022-04-19,1.0,0.0,0.0,2553
18238,10.0,2022-04-20,1.0,0.0,0.0,2553
18589,10.0,2022-04-21,1.0,0.0,0.0,2553
140,6.0,2022-02-28,0.0,8.0,0.0,2669
493,6.0,2022-03-01,0.0,8.0,0.0,2669
972,1.0,2022-03-02,0.0,8.0,0.0,2669
1329,1.0,2022-03-03,0.0,8.0,0.0,2669
1687,1.0,2022-03-04,0.0,8.0,0.0,2669
2044,1.0,2022-03-05,0.0,8.0,0.0,2669
2400,1.0,2022-03-06,0.0,8.0,0.0,2669
2759,1.0,2022-03-07,0.0,8.0,0.0,2669
3116,1.0,2022-03-08,0.0,7.0,0.0,2669
3474,1.0,2022-03-09,0.0,7.0,0.0,2669
3829,1.0,2022-03-10,0.0,7.0,0.0,2669
4180,1.0,2022-03-11,0.0,7.0,0.0,2669
4532,1.0,2022-03-12,0.0,7.0,0.0,2669
4884,1.0,2022-03-13,0.0,7.0,0.0,2669
5234,1.0,2022-03-14,0.0,7.0,0.0,2669
5585,1.0,2022-03-15,0.0,7.0,0.0,2669
5936,1.0,2022-03-16,0.0,7.0,0.0,2669
6291,1.0,2022-03-17,0.0,7.0,0.0,2669
6648,1.0,2022-03-18,0.0,7.0,0.0,2669
6999,1.0,2022-03-19,0.0,7.0,0.0,2669
7352,1.0,2022-03-20,0.0,7.0,0.0,2669
7705,1.0,2022-03-21,0.0,7.0,0.0,2669
8057,1.0,2022-03-22,0.0,7.0,0.0,2669
8408,1.0,2022-03-23,0.0,7.0,0.0,2669
8759,1.0,2022-03-24,0.0,7.0,0.0,2669
9109,1.0,2022-03-25,0.0,7.0,0.0,2669
9461,1.0,2022-03-26,0.0,7.0,0.0,2669
9815,1.0,2022-03-27,0.0,7.0,0.0,2669
10167,1.0,2022-03-28,0.0,7.0,0.0,2669
10519,1.0,2022-03-29,0.0,7.0,0.0,2669
10873,1.0,2022-03-30,0.0,7.0,0.0,2669
11224,1.0,2022-03-31,0.0,7.0,0.0,2669
11577,1.0,2022-04-01,0.0,7.0,0.0,2669
11924,1.0,2022-04-02,0.0,7.0,0.0,2669
12271,1.0,2022-04-03,0.0,7.0,0.0,2669
12618,1.0,2022-04-04,0.0,7.0,0.0,2669
12964,1.0,2022-04-05,0.0,7.0,0.0,2669
13311,1.0,2022-04-06,0.0,7.0,0.0,2669
13660,1.0,2022-04-07,0.0,7.0,0.0,2669
14015,1.0,2022-04-08,0.0,7.0,0.0,2669
14364,1.0,2022-04-09,0.0,7.0,0.0,2669
14721,1.0,2022-04-10,0.0,7.0,0.0,2669
15075,1.0,2022-04-11,0.0,7.0,0.0,2669
15430,1.0,2022-04-12,0.0,7.0,0.0,2669
15786,1.0,2022-04-13,0.0,7.0,0.0,2669
16136,1.0,2022-04-14,0.0,7.0,0.0,2669
16486,1.0,2022-04-15,0.0,7.0,0.0,2669
16834,1.0,2022-04-16,0.0,7.0,0.0,2669
17184,1.0,2022-04-17,0.0,7.0,0.0,2669
17534,1.0,2022-04-18,0.0,7.0,0.0,2669
17884,1.0,2022-04-19,0.0,7.0,0.0,2669
18236,1.0,2022-04-20,0.0,7.0,0.0,2669
18587,1.0,2022-04-21,0.0,7.0,0.0,2669
14383,6.0,2022-04-09,0.0,0.0,0.0,2751
14740,6.0,2022-04-10,0.0,0.0,0.0,2751
15094,6.0,2022-04-11,0.0,0.0,0.0,2751
63,10.0,2022-02-28,0.0,10.0,0.0,2755
414,10.0,2022-03-01,0.0,10.0,0.0,2755
772,10.0,2022-03-02,0.0,10.0,0.0,2755
1129,10.0,2022-03-03,0.0,10.0,0.0,2755
1487,10.0,2022-03-04,0.0,10.0,0.0,2755
1844,10.0,2022-03-05,0.0,10.0,0.0,2755
2201,10.0,2022-03-06,0.0,10.0,0.0,2755
2558,10.0,2022-03-07,0.0,10.0,0.0,2755
2914,10.0,2022-03-08,0.0,10.0,0.0,2755
3270,10.0,2022-03-09,0.0,10.0,0.0,2755
3626,10.0,2022-03-10,0.0,10.0,0.0,2755
3977,10.0,2022-03-11,0.0,10.0,0.0,2755
4388,10.0,2022-03-12,0.0,10.0,0.0,2755
4738,10.0,2022-03-13,0.0,10.0,0.0,2755
5089,10.0,2022-03-14,0.0,10.0,0.0,2755
5445,10.0,2022-03-15,0.0,10.0,0.0,2755
5794,10.0,2022-03-16,0.0,10.0,0.0,2755
6142,10.0,2022-03-17,0.0,10.0,0.0,2755
6502,10.0,2022-03-18,0.0,10.0,0.0,2755
6852,10.0,2022-03-19,0.0,10.0,0.0,2755
7204,10.0,2022-03-20,0.0,10.0,0.0,2755
7557,10.0,2022-03-21,0.0,10.0,0.0,2755
7908,10.0,2022-03-22,0.0,10.0,0.0,2755
8260,10.0,2022-03-23,0.0,10.0,0.0,2755
8610,10.0,2022-03-24,0.0,10.0,0.0,2755
8960,10.0,2022-03-25,0.0,10.0,0.0,2755
9316,10.0,2022-03-26,0.0,10.0,0.0,2755
9666,10.0,2022-03-27,0.0,10.0,0.0,2755
10020,10.0,2022-03-28,0.0,10.0,0.0,2755
10370,10.0,2022-03-29,0.0,10.0,0.0,2755
10722,10.0,2022-03-30,0.0,10.0,0.0,2755
11073,10.0,2022-03-31,0.0,10.0,0.0,2755
11425,10.0,2022-04-01,0.0,10.0,0.0,2755
11774,10.0,2022-04-02,0.0,10.0,0.0,2755
12122,10.0,2022-04-03,0.0,10.0,0.0,2755
12470,10.0,2022-04-04,0.0,10.0,0.0,2755
12815,10.0,2022-04-05,0.0,10.0,0.0,2755
13161,10.0,2022-04-06,0.0,10.0,0.0,2755
13511,10.0,2022-04-07,0.0,10.0,0.0,2755
13867,10.0,2022-04-08,0.0,10.0,0.0,2755
14217,10.0,2022-04-09,0.0,10.0,0.0,2755
14571,10.0,2022-04-10,0.0,10.0,0.0,2755
14928,10.0,2022-04-11,0.0,10.0,0.0,2755
15281,10.0,2022-04-12,0.0,10.0,0.0,2755
15639,10.0,2022-04-13,0.0,10.0,0.0,2755
15989,10.0,2022-04-14,0.0,10.0,0.0,2755
16338,10.0,2022-04-15,0.0,10.0,0.0,2755
16687,10.0,2022-04-16,0.0,10.0,0.0,2755
17037,10.0,2022-04-17,0.0,10.0,0.0,2755
17386,10.0,2022-04-18,0.0,10.0,0.0,2755
17736,10.0,2022-04-19,0.0,10.0,0.0,2755
18089,10.0,2022-04-20,0.0,10.0,0.0,2755
18438,10.0,2022-04-21,0.0,10.0,0.0,2755
342,0.0,2022-02-28,0.0,1.0,0.0,2766
206,10.0,2022-02-28,1.0,1.0,1.0,2772
563,10.0,2022-03-01,1.0,1.0,1.0,2772
916,10.0,2022-03-02,1.0,1.0,1.0,2772
1274,10.0,2022-03-03,1.0,1.0,1.0,2772
1632,10.0,2022-03-04,1.0,1.0,1.0,2772
1992,10.0,2022-03-05,1.0,1.0,1.0,2772
2349,10.0,2022-03-06,1.0,1.0,1.0,2772
2707,10.0,2022-03-07,1.0,1.0,1.0,2772
3064,10.0,2022-03-08,1.0,1.0,1.0,2772
3422,10.0,2022-03-09,1.0,1.0,1.0,2772
3776,10.0,2022-03-10,1.0,1.0,1.0,2772
4128,10.0,2022-03-11,1.0,1.0,1.0,2772
4479,10.0,2022-03-12,1.0,1.0,1.0,2772
4831,10.0,2022-03-13,1.0,1.0,1.0,2772
5182,10.0,2022-03-14,1.0,1.0,1.0,2772
5535,10.0,2022-03-15,1.0,1.0,1.0,2772
5883,10.0,2022-03-16,1.0,1.0,1.0,2772
6236,10.0,2022-03-17,1.0,1.0,1.0,2772
6593,10.0,2022-03-18,1.0,1.0,1.0,2772
6945,10.0,2022-03-19,1.0,1.0,1.0,2772
7296,10.0,2022-03-20,1.0,1.0,1.0,2772
7649,10.0,2022-03-21,1.0,1.0,1.0,2772
8003,10.0,2022-03-22,1.0,1.0,1.0,2772
8353,10.0,2022-03-23,1.0,1.0,1.0,2772
8706,10.0,2022-03-24,1.0,1.0,1.0,2772
9057,10.0,2022-03-25,1.0,1.0,1.0,2772
9408,10.0,2022-03-26,1.0,1.0,1.0,2772
9761,10.0,2022-03-27,1.0,1.0,1.0,2772
10114,10.0,2022-03-28,1.0,1.0,1.0,2772
10460,10.0,2022-03-29,1.0,1.0,1.0,2772
10811,10.0,2022-03-30,1.0,1.0,1.0,2772
11161,10.0,2022-03-31,1.0,1.0,1.0,2772
11514,10.0,2022-04-01,1.0,1.0,1.0,2772
11860,10.0,2022-04-02,1.0,1.0,1.0,2772
12207,10.0,2022-04-03,1.0,1.0,1.0,2772
12555,10.0,2022-04-04,1.0,1.0,1.0,2772
12904,10.0,2022-04-05,1.0,1.0,1.0,2772
13249,10.0,2022-04-06,1.0,1.0,1.0,2772
13598,10.0,2022-04-07,1.0,1.0,1.0,2772
13839,10.0,2022-04-08,1.0,1.0,1.0,2772
14189,10.0,2022-04-09,1.0,1.0,1.0,2772
14543,10.0,2022-04-10,1.0,1.0,1.0,2772
14900,10.0,2022-04-11,1.0,1.0,1.0,2772
15254,10.0,2022-04-12,1.0,1.0,1.0,2772
15610,10.0,2022-04-13,1.0,1.0,1.0,2772
15960,10.0,2022-04-14,1.0,1.0,1.0,2772
16309,10.0,2022-04-15,1.0,1.0,1.0,2772
16660,10.0,2022-04-16,1.0,1.0,1.0,2772
17010,10.0,2022-04-17,1.0,1.0,1.0,2772
17360,10.0,2022-04-18,1.0,1.0,1.0,2772
17710,10.0,2022-04-19,1.0,1.0,1.0,2772
18063,10.0,2022-04-20,1.0,1.0,1.0,2772
18412,10.0,2022-04-21,1.0,1.0,1.0,2772
341,,2022-02-28,0.0,1.0,0.0,2773
699,,2022-03-01,,1.0,,2773
1058,,2022-03-02,,1.0,,2773
1416,,2022-03-03,,1.0,,2773
1773,,2022-03-04,,1.0,,2773
2139,,2022-03-05,,,,2773
2496,,2022-03-06,,,,2773
2854,,2022-03-07,,,,2773
3204,1.0,2022-03-08,,,,2773
3560,1.0,2022-03-09,,,,2773
3913,1.0,2022-03-10,,,,2773
4265,1.0,2022-03-11,,,,2773
4617,1.0,2022-03-12,,,,2773
4968,1.0,2022-03-13,,,,2773
5319,1.0,2022-03-14,,,,2773
5671,1.0,2022-03-15,,,,2773
278,10.0,2022-02-28,0.0,0.0,0.0,2812
632,10.0,2022-03-01,0.0,0.0,0.0,2812
992,10.0,2022-03-02,0.0,0.0,0.0,2812
1348,10.0,2022-03-03,0.0,0.0,0.0,2812
1706,10.0,2022-03-04,0.0,0.0,0.0,2812
2065,10.0,2022-03-05,0.0,0.0,0.0,2812
2421,10.0,2022-03-06,0.0,0.0,0.0,2812
2777,10.0,2022-03-07,0.0,0.0,0.0,2812
3135,10.0,2022-03-08,0.0,0.0,0.0,2812
3492,10.0,2022-03-09,0.0,0.0,0.0,2812
3844,10.0,2022-03-10,0.0,0.0,0.0,2812
4195,10.0,2022-03-11,0.0,0.0,0.0,2812
4547,10.0,2022-03-12,0.0,0.0,0.0,2812
4899,10.0,2022-03-13,0.0,0.0,0.0,2812
5249,10.0,2022-03-14,0.0,0.0,0.0,2812
5600,10.0,2022-03-15,0.0,0.0,0.0,2812
5951,10.0,2022-03-16,0.0,0.0,0.0,2812
6306,10.0,2022-03-17,0.0,0.0,0.0,2812
6663,10.0,2022-03-18,0.0,0.0,0.0,2812
7014,10.0,2022-03-19,0.0,0.0,0.0,2812
7367,10.0,2022-03-20,0.0,0.0,0.0,2812
7720,10.0,2022-03-21,0.0,0.0,0.0,2812
8074,10.0,2022-03-22,0.0,0.0,0.0,2812
8425,10.0,2022-03-23,0.0,0.0,0.0,2812
8777,10.0,2022-03-24,0.0,0.0,0.0,2812
9125,10.0,2022-03-25,0.0,0.0,0.0,2812
9480,10.0,2022-03-26,0.0,0.0,0.0,2812
9833,10.0,2022-03-27,0.0,0.0,0.0,2812
10185,10.0,2022-03-28,0.0,0.0,0.0,2812
10538,10.0,2022-03-29,0.0,0.0,0.0,2812
10891,10.0,2022-03-30,0.0,0.0,0.0,2812
11242,10.0,2022-03-31,0.0,0.0,0.0,2812
11594,10.0,2022-04-01,0.0,0.0,0.0,2812
11942,10.0,2022-04-02,0.0,0.0,0.0,2812
12289,10.0,2022-04-03,0.0,0.0,0.0,2812
12636,10.0,2022-04-04,0.0,0.0,0.0,2812
12982,10.0,2022-04-05,0.0,0.0,0.0,2812
13329,10.0,2022-04-06,0.0,0.0,0.0,2812
13677,10.0,2022-04-07,0.0,0.0,0.0,2812
13875,10.0,2022-04-08,8.0,0.0,0.0,2812
14225,10.0,2022-04-09,8.0,0.0,0.0,2812
14578,10.0,2022-04-10,8.0,0.0,0.0,2812
14935,10.0,2022-04-11,8.0,0.0,0.0,2812
15289,10.0,2022-04-12,8.0,0.0,0.0,2812
15647,10.0,2022-04-13,8.0,0.0,0.0,2812
15999,10.0,2022-04-14,8.0,0.0,0.0,2812
16347,10.0,2022-04-15,8.0,0.0,0.0,2812
16695,10.0,2022-04-16,8.0,0.0,0.0,2812
17045,10.0,2022-04-17,8.0,0.0,0.0,2812
17394,10.0,2022-04-18,8.0,0.0,0.0,2812
17744,10.0,2022-04-19,8.0,0.0,0.0,2812
18096,10.0,2022-04-20,8.0,0.0,0.0,2812
18448,10.0,2022-04-21,8.0,0.0,0.0,2812
121,10.0,2022-02-28,0.0,10.0,0.0,2815
475,10.0,2022-03-01,0.0,10.0,0.0,2815
833,10.0,2022-03-02,0.0,10.0,0.0,2815
1188,10.0,2022-03-03,0.0,10.0,0.0,2815
1545,10.0,2022-03-04,0.0,10.0,0.0,2815
1901,10.0,2022-03-05,0.0,10.0,0.0,2815
2257,10.0,2022-03-06,0.0,10.0,0.0,2815
2615,10.0,2022-03-07,0.0,10.0,0.0,2815
2973,10.0,2022-03-08,0.0,10.0,0.0,2815
3327,10.0,2022-03-09,0.0,10.0,0.0,2815
3682,10.0,2022-03-10,0.0,10.0,0.0,2815
4034,10.0,2022-03-11,0.0,10.0,0.0,2815
4385,10.0,2022-03-12,0.0,10.0,0.0,2815
4734,10.0,2022-03-13,0.0,10.0,0.0,2815
5085,10.0,2022-03-14,0.0,10.0,0.0,2815
5443,10.0,2022-03-15,0.0,10.0,0.0,2815
5789,10.0,2022-03-16,0.0,10.0,0.0,2815
6138,10.0,2022-03-17,0.0,10.0,0.0,2815
6498,10.0,2022-03-18,0.0,10.0,0.0,2815
6848,10.0,2022-03-19,0.0,10.0,0.0,2815
7200,10.0,2022-03-20,0.0,10.0,0.0,2815
7553,10.0,2022-03-21,0.0,10.0,0.0,2815
7904,10.0,2022-03-22,0.0,10.0,0.0,2815
8256,10.0,2022-03-23,0.0,10.0,0.0,2815
8606,10.0,2022-03-24,0.0,10.0,0.0,2815
8956,10.0,2022-03-25,0.0,10.0,0.0,2815
9311,10.0,2022-03-26,0.0,10.0,0.0,2815
9661,10.0,2022-03-27,0.0,10.0,0.0,2815
10015,10.0,2022-03-28,0.0,10.0,0.0,2815
10368,10.0,2022-03-29,0.0,10.0,0.0,2815
10721,10.0,2022-03-30,0.0,10.0,0.0,2815
11072,10.0,2022-03-31,0.0,10.0,0.0,2815
11424,10.0,2022-04-01,0.0,10.0,0.0,2815
11773,10.0,2022-04-02,0.0,10.0,0.0,2815
12121,10.0,2022-04-03,0.0,10.0,0.0,2815
12469,10.0,2022-04-04,0.0,10.0,0.0,2815
12814,10.0,2022-04-05,0.0,10.0,0.0,2815
13160,10.0,2022-04-06,0.0,10.0,0.0,2815
13510,10.0,2022-04-07,0.0,10.0,0.0,2815
13866,10.0,2022-04-08,0.0,10.0,0.0,2815
14216,10.0,2022-04-09,0.0,10.0,0.0,2815
14570,10.0,2022-04-10,0.0,10.0,0.0,2815
14927,10.0,2022-04-11,0.0,10.0,0.0,2815
15280,10.0,2022-04-12,0.0,10.0,0.0,2815
15638,10.0,2022-04-13,0.0,10.0,0.0,2815
15988,10.0,2022-04-14,0.0,10.0,0.0,2815
16337,10.0,2022-04-15,0.0,10.0,0.0,2815
16686,10.0,2022-04-16,0.0,10.0,0.0,2815
17036,10.0,2022-04-17,0.0,10.0,0.0,2815
17385,10.0,2022-04-18,0.0,10.0,0.0,2815
17733,10.0,2022-04-19,0.0,10.0,0.0,2815
18086,10.0,2022-04-20,0.0,10.0,0.0,2815
18436,10.0,2022-04-21,0.0,10.0,0.0,2815
119,10.0,2022-02-28,0.0,10.0,0.0,2835
474,10.0,2022-03-01,0.0,10.0,0.0,2835
832,10.0,2022-03-02,0.0,10.0,0.0,2835
