,Date,ID,IUI Number,IUI ART Number,ICI Number,ICI ART Number
5668,3/13/22,5684,10,1,1,1
5669,3/13/22,5685,10,0,1,1
5670,3/13/22,5690,10,1,10,
5671,3/13/22,5698,10,0,0,10
5672,3/13/22,5712,10,1,0,0
5673,3/13/22,5716,0,0,0,0
5674,3/13/22,5718,0,0,0,0
5675,3/13/22,5720,0,0,0,0
5676,3/13/22,5734,,,,
5677,3/13/22,5735,0,0,0,0
5678,3/13/22,5737,,,,
5679,3/13/22,5741,10,1,0,0
5680,3/13/22,5742,,,,
5681,3/13/22,5752,,,,
5682,3/13/22,5754,0,0,0,0
5683,3/13/22,5757,,,,
5684,3/13/22,5759,,,,
5685,3/13/22,5765,,,,
5686,3/13/22,5770,10,10,0,0
5687,3/13/22,5772,,,,
5688,3/13/22,5774,0,0,0,0
5689,3/13/22,5787,10,1,0,0
5690,3/13/22,5788,1,0,9,0
5691,3/13/22,5793,,,,
5692,3/13/22,5794,,,,
5693,3/13/22,5795,10,0,0,0
5694,3/13/22,5800,0,10,1,10
5695,3/13/22,5813,9,0,0,0
5696,3/13/22,5821,10,0,10,0
5697,3/13/22,5833,10,1,10,1
5698,3/13/22,5834,,8,10,10
5699,3/13/22,5842,,,,
5700,3/13/22,5843,,0,6,1
5701,3/13/22,5852,10,10,10,10
5702,3/13/22,5854,,,,
5703,3/13/22,5855,10,0,10,6
5704,3/13/22,5858,,,,
5705,3/13/22,5861,0,0,10,10
5706,3/13/22,5864,1,1,10,1
5707,3/13/22,5866,10,10,10,10
5708,3/13/22,5868,,,,
5709,3/13/22,5877,,,,
5710,3/13/22,5883,,,,
5711,3/13/22,5904,0,0,1,0
5712,3/13/22,5905,,,,
5713,3/13/22,5906,10,10,1,8
5714,3/13/22,5907,1,1,0,0
5715,3/13/22,5912,10,8,6,0
5716,3/13/22,5919,,,,
5717,3/13/22,5921,0,0,0,0
5718,3/13/22,5924,,,,
5719,3/13/22,5930,0,1,0,0
5720,3/13/22,5931,8,10,0,0
5721,3/13/22,5972,0,0,10,0
5722,3/13/22,6004,,,,
5723,3/13/22,6007,10,10,10,1
5724,3/13/22,6008,10,0,10,0
5725,3/13/22,6016,,,,
5726,3/13/22,6022,,,,
5727,3/13/22,6025,1,1,1,0
5728,3/13/22,6027,,,,
5729,3/13/22,6033,10,1,10,0
5730,3/13/22,6036,,,,
5731,3/13/22,6039,10,,,
5732,3/13/22,6042,,0,0,0
5733,3/13/22,6047,10,10,10,0
5734,3/13/22,6049,,,1,
5735,3/13/22,6056,,,,
5736,3/13/22,6059,10,6,10,0
5737,3/13/22,6064,,,,
5738,3/13/22,6065,,1,,
5739,3/13/22,6066,1,,10,
5740,3/13/22,6067,10,1,10,1
5741,3/13/22,6071,10,0,0,0
5742,3/13/22,6073,,,,
5743,3/13/22,6074,,,,1
5744,3/13/22,6075,,,,
5745,3/13/22,6077,,,,
5746,3/13/22,6079,10,,,
5747,3/13/22,6087,10,10,10,10
5748,3/13/22,6098,,,,
5749,3/13/22,6099,,,,
5750,3/13/22,6101,10,6,10,1
5751,3/13/22,6105,10,1,0,0
5752,3/13/22,6108,,,,
5753,3/13/22,6118,,,,
5754,3/13/22,6120,,,,
5755,3/13/22,6123,,,,
5756,3/13/22,6127,,,,
5757,3/13/22,6129,,,,
5758,3/13/22,6132,,,,
5759,3/13/22,6134,1,0,0,0
5760,3/13/22,6137,,,,
5761,3/13/22,6141,,,,
5762,3/13/22,6142,,,,
5763,3/13/22,6146,10,0,0,0
5764,3/13/22,6151,,,,
5765,3/13/22,6152,1,10,0,0
5766,3/13/22,6156,,,,
5767,3/13/22,6162,,,,
5768,3/13/22,6163,,,,
5769,3/13/22,6166,10,1,0,0
5770,3/13/22,6171,1,1,10,8
5771,3/13/22,6174,,,,
5772,3/13/22,6176,,,,
5773,3/13/22,6177,,1,,
5774,3/13/22,6179,0,0,0,0
5775,3/13/22,6182,,,,
5776,3/13/22,6184,,1,,
5777,3/13/22,6188,,,,
5778,3/13/22,6189,10,10,0,0
5779,3/13/22,6190,,,,
5780,3/13/22,6191,10,,,
5781,3/13/22,6194,,,,
5782,3/13/22,6197,,,,
5783,3/13/22,6199,1,,,
5784,3/13/22,6203,10,10,6,1
5785,3/13/22,6207,0,0,0,0
5786,3/13/22,6213,10,10,0,8
5787,3/13/22,6222,,,,
5788,3/13/22,6224,0,0,1,0
5789,3/13/22,6228,10,1,9,1
5790,3/13/22,6230,,,,
5791,3/13/22,6232,,,,
5792,3/13/22,6239,,,,
5793,3/13/22,6240,,,,
5794,3/13/22,6243,,,,
5795,3/13/22,6248,,,,
5796,3/13/22,6258,1,0,0,0
5797,3/13/22,6259,,,,
5798,3/13/22,6261,,,,
5799,3/13/22,6263,,,,
5800,3/13/22,6266,,,,
5801,3/13/22,6269,,,,
5802,3/13/22,6276,,,,
5803,3/13/22,6277,,,,
5804,3/13/22,6279,,,,
5805,3/13/22,6280,10,6,1,10
5806,3/13/22,6281,10,10,10,10
5807,3/13/22,6283,,,,1
5808,3/13/22,6288,0,0,0,0
5809,3/13/22,6289,,0,6,10
5810,3/13/22,6292,,,,
5811,3/13/22,6293,,,,
5812,3/13/22,6294,10,1,1,1
5813,3/13/22,6296,,,,1
5814,3/13/22,6299,0,1,0,0
5815,3/13/22,6300,,,,
5816,3/13/22,6302,,,,
5817,3/13/22,6305,,1,0,0
5818,3/13/22,6307,,,,
5819,3/13/22,6308,10,1,,
5820,3/13/22,6316,0,1,0,0
5821,3/13/22,6321,,,,
5822,3/13/22,6322,,,,
5823,3/13/22,6325,1,,,
5824,3/13/22,6327,10,0,0,0
5825,3/13/22,6331,10,10,10,1
5826,3/13/22,6333,10,1,0,0
5827,3/13/22,6334,,,,
5828,3/13/22,6336,,,,
5829,3/13/22,6338,,,,
5830,3/13/22,6341,,,,
5831,3/13/22,6342,,,,
5832,3/13/22,6344,10,1,0,0
5833,3/13/22,6345,1,,,
5834,3/13/22,6346,,,,
5835,3/13/22,6347,10,6,0,0
5836,3/13/22,6351,1,1,0,0
5837,3/13/22,6352,,,,
5838,3/13/22,6354,1,,,
5839,3/13/22,6356,,,,
5840,3/13/22,6357,10,,10,
5841,3/13/22,6359,,,,
5842,3/13/22,6362,,,,
5843,3/13/22,6363,,,,
5844,3/13/22,6364,,,,
5845,3/13/22,6367,,,,
5846,3/13/22,6371,1,0,0,0
5847,3/13/22,6372,,,,
5848,3/13/22,6373,,,,
5849,3/13/22,6374,,,,
5850,3/13/22,6377,,6,10,8
5851,3/13/22,6406,,,,
5852,3/13/22,6407,,,,
5853,3/13/22,6408,,,,
5854,3/13/22,6410,,,,
5855,3/13/22,6414,1,,1,6
5856,3/13/22,6416,,,,
5857,3/13/22,6419,,,,
5858,3/13/22,6424,,,,1
5859,3/13/22,6426,10,0,10,10
5860,3/13/22,6427,,,,1
5861,3/13/22,6430,,,,
5862,3/13/22,6434,0,0,0,0
5863,3/13/22,6439,,,,
5864,3/13/22,6440,0,0,1,0
5865,3/13/22,6560,10,8,10,8
5866,3/13/22,6565,10,0,10,0
5867,3/13/22,6639,10,8,10,1
5868,3/13/22,6683,0,1,0,1
5869,3/13/22,6701,1,6,1,1
5870,3/13/22,6706,,,,
5871,3/13/22,6708,,,,
5872,3/13/22,6709,,,,
5873,3/13/22,6710,,,,1
5874,3/13/22,6716,,,,
5875,3/13/22,6725,,,,
5876,3/13/22,6729,,,,
5877,3/13/22,6731,,,,
5878,3/13/22,6739,0,0,10,1
5879,3/13/22,6765,0,0,10,0
5880,3/13/22,6802,,,,
5881,3/13/22,6804,1,1,0,0
5882,3/13/22,6882,0,0,0,0
5883,3/13/22,6977,0,0,10,10
5884,3/13/22,7391,1,1,10,10
5885,3/13/22,7497,9,0,10,1
5886,3/13/22,7887,0,0,6,0
5887,3/13/22,8177,1,1,10,6
5888,3/13/22,8302,0,0,10,1
5889,3/13/22,8463,0,1,10,1
5890,3/13/22,9364,1,0,0,0
5891,3/13/22,9389,0,0,10,8
5892,3/13/22,9658,10,0,10,0
5893,3/13/22,9759,10,0,10,0
5894,3/14/22,351,0,10,0,0
5895,3/14/22,406,10,0,1,0
5896,3/14/22,834,0,0,6,0
5897,3/14/22,846,10,0,0,0
5898,3/14/22,1862,0,1,0,0
5899,3/14/22,1886,0,0,0,0
5900,3/14/22,1904,0,0,0,6
5901,3/14/22,1964,,0,7,0
5902,3/14/22,1972,,,,
5903,3/14/22,2045,0,0,1,0
5904,3/14/22,2310,0,10,0,0
5905,3/14/22,2342,0,1,0,0
5906,3/14/22,2503,10,0,10,0
5907,3/14/22,2553,10,1,0,0
5908,3/14/22,2669,1,0,7,0
5909,3/14/22,2751,,,,
5910,3/14/22,2755,10,0,10,0
5911,3/14/22,2766,,,,
5912,3/14/22,2772,10,1,1,1
5913,3/14/22,2773,1,,,
5914,3/14/22,2812,10,0,0,0
5915,3/14/22,2815,10,0,10,0
5916,3/14/22,2835,10,0,10,0
5917,3/14/22,2839,,,,
5918,3/14/22,2854,0,0,6,0
5919,3/14/22,2882,0,1,0,0
5920,3/14/22,2893,0,0,10,0
5921,3/14/22,2954,1,0,0,0
5922,3/14/22,2983,10,0,0,0
5923,3/14/22,2990,10,0,10,0
5924,3/14/22,2991,,,,
5925,3/14/22,4053,10,0,10,0
5926,3/14/22,4109,10,0,0,6
5927,3/14/22,4140,10,0,10,0
5928,3/14/22,4157,10,0,1,0
5929,3/14/22,4180,0,0,1,0
5930,3/14/22,4202,10,0,10,0
5931,3/14/22,4203,0,0,0,0
5932,3/14/22,4219,10,0,0,0
5933,3/14/22,4228,,1,0,0
5934,3/14/22,4235,,,,
5935,3/14/22,4250,,,,
5936,3/14/22,4268,,,,
5937,3/14/22,4287,10,8,1,1
5938,3/14/22,4296,0,0,0,0
5939,3/14/22,4300,10,10,1,1
5940,3/14/22,4308,6,0,1,0
5941,3/14/22,4314,,,,
5942,3/14/22,4321,10,1,0,0
5943,3/14/22,4328,,,,
5944,3/14/22,4337,10,10,0,0
5945,3/14/22,4366,10,10,1,0
5946,3/14/22,4409,10,0,10,0
5947,3/14/22,4454,10,10,1,0
5948,3/14/22,4456,10,0,10,0
5949,3/14/22,4463,0,0,10,1
5950,3/14/22,4473,1,0,1,1
5951,3/14/22,4499,10,1,7,1
5952,3/14/22,4552,10,0,10,1
5953,3/14/22,4553,1,0,0,0
5954,3/14/22,4554,1,0,0,0
5955,3/14/22,4593,1,0,0,0
5956,3/14/22,4600,10,0,10,0
5957,3/14/22,4737,0,0,1,1
5958,3/14/22,4760,,,,
5959,3/14/22,4773,10,,,
5960,3/14/22,4778,,,,
5961,3/14/22,4789,,,,
5962,3/14/22,4814,10,1,10,8
5963,3/14/22,4817,,,,
5964,3/14/22,4834,1,0,0,0
5965,3/14/22,4840,,,,
5966,3/14/22,4846,0,0,0,6
5967,3/14/22,4857,10,0,7,0
5968,3/14/22,4871,,,,
5969,3/14/22,4874,,,,
5970,3/14/22,4881,10,0,0,0
5971,3/14/22,4887,,,,
5972,3/14/22,4929,10,10,0,0
5973,3/14/22,4939,10,1,0,0
5974,3/14/22,4941,,,,
5975,3/14/22,4947,10,10,0,0
5976,3/14/22,4951,,,,
5977,3/14/22,4969,,,,
5978,3/14/22,4974,,,,
5979,3/14/22,4977,6,10,0,0
5980,3/14/22,5003,10,1,0,0
5981,3/14/22,5011,10,10,0,0
5982,3/14/22,5013,10,0,0,0
5983,3/14/22,5025,10,0,0,0
5984,3/14/22,5026,10,10,1,0
5985,3/14/22,5039,1,0,0,0
5986,3/14/22,5041,,,,
5987,3/14/22,5042,10,0,0,0
5988,3/14/22,5062,,1,0,0
5989,3/14/22,5067,10,10,6,0
5990,3/14/22,5068,8,0,0,
5991,3/14/22,5069,10,0,10,0
5992,3/14/22,5071,,,,
5993,3/14/22,5080,0,1,1,0
5994,3/14/22,5092,,,,
5995,3/14/22,5124,10,1,10,1
5996,3/14/22,5145,10,0,6,6
5997,3/14/22,5150,,,,
5998,3/14/22,5153,10,0,10,0
5999,3/14/22,5155,0,1,0,0
6000,3/14/22,5160,10,0,1,1
6001,3/14/22,5164,10,0,6,0
6002,3/14/22,5175,10,1,10,0
6003,3/14/22,5179,,,,
6004,3/14/22,5189,,,,
6005,3/14/22,5191,10,0,1,0
6006,3/14/22,5196,10,1,1,1
6007,3/14/22,5221,,,,
6008,3/14/22,5228,10,0,0,0
6009,3/14/22,5235,10,0,0,0
6010,3/14/22,5240,10,1,0,1
6011,3/14/22,5245,10,0,0,1
6012,3/14/22,5252,10,0,0,0
6013,3/14/22,5285,,,,
6014,3/14/22,5288,10,10,10,8
6015,3/14/22,5289,10,,10,
6016,3/14/22,5290,10,1,0,0
6017,3/14/22,5298,10,10,0,1
6018,3/14/22,5302,,,,
6019,3/14/22,5307,10,0,10,0
6020,3/14/22,5319,,,,
6021,3/14/22,5334,10,0,0,0
6022,3/14/22,5340,1,0,0,0
6023,3/14/22,5342,10,1,0,0
6024,3/14/22,5344,,,,
6025,3/14/22,5346,10,10,1,10
6026,3/14/22,5360,,,,
6027,3/14/22,5376,10,8,10,1
6028,3/14/22,5388,10,1,0,0
6029,3/14/22,5390,0,0,0,0
6030,3/14/22,5391,10,10,0,1
6031,3/14/22,5395,10,10,0,0
6032,3/14/22,5402,,,,
6033,3/14/22,5406,,,,
6034,3/14/22,5411,10,10,0,0
6035,3/14/22,5413,10,0,0,0
6036,3/14/22,5426,,,,
6037,3/14/22,5427,1,1,,
6038,3/14/22,5440,1,1,0,0
6039,3/14/22,5446,,,,
6040,3/14/22,5451,,,,
6041,3/14/22,5472,,,,
6042,3/14/22,5474,6,0,0,0
6043,3/14/22,5475,10,0,10,0
6044,3/14/22,5488,10,1,,0
6045,3/14/22,5490,0,0,0,0
6046,3/14/22,5493,,,,
6047,3/14/22,5500,10,10,8,1
6048,3/14/22,5502,0,1,1,0
6049,3/14/22,5506,0,0,10,1
6050,3/14/22,5511,10,1,10,0
6051,3/14/22,5512,,,,
6052,3/14/22,5514,8,0,10,0
6053,3/14/22,5519,10,10,1,8
6054,3/14/22,5523,,,,
6055,3/14/22,5527,,10,,
6056,3/14/22,5528,,1,,
6057,3/14/22,5533,10,10,10,8
6058,3/14/22,5535,,,,
6059,3/14/22,5548,10,10,10,10
6060,3/14/22,5551,10,10,7,10
6061,3/14/22,5556,,,,
6062,3/14/22,5562,0,0,0,0
6063,3/14/22,5563,10,10,10,10
6064,3/14/22,5573,,,,
6065,3/14/22,5575,,,,
6066,3/14/22,5578,,,,
6067,3/14/22,5583,10,10,0,0
6068,3/14/22,5585,,,,
6069,3/14/22,5586,1,10,8,10
6070,3/14/22,5587,,,,
6071,3/14/22,5589,,,,
6072,3/14/22,5590,1,1,,
6073,3/14/22,5595,10,10,10,6
6074,3/14/22,5596,,,,
6075,3/14/22,5612,,,,
6076,3/14/22,5617,,,,
6077,3/14/22,5619,6,8,10,10
6078,3/14/22,5621,10,1,0,0
6079,3/14/22,5623,1,1,1,1
6080,3/14/22,5626,,0,0,0
6081,3/14/22,5633,,,,
6082,3/14/22,5644,,1,1,
6083,3/14/22,5655,,,,
6084,3/14/22,5662,0,0,0,0
6085,3/14/22,5664,,,,
6086,3/14/22,5672,,,,
6087,3/14/22,5674,,,,
6088,3/14/22,5677,10,1,9,6
6089,3/14/22,5684,10,1,1,1
6090,3/14/22,5685,10,0,1,1
6091,3/14/22,5690,10,1,10,
6092,3/14/22,5698,10,0,0,10
6093,3/14/22,5712,10,1,0,0
6094,3/14/22,5716,0,0,0,0
6095,3/14/22,5718,0,0,0,0
6096,3/14/22,5720,0,0,0,0
6097,3/14/22,5734,,,,
6098,3/14/22,5735,0,0,0,0
6099,3/14/22,5737,,,,
6100,3/14/22,5741,10,1,0,0
6101,3/14/22,5742,,,,
6102,3/14/22,5752,,,,
6103,3/14/22,5754,,,,
6104,3/14/22,5757,,,,
6105,3/14/22,5759,,0,0,0
6106,3/14/22,5765,,,,
6107,3/14/22,5770,10,10,0,0
6108,3/14/22,5772,,,,
6109,3/14/22,5774,0,0,0,0
6110,3/14/22,5787,10,1,0,0
6111,3/14/22,5788,1,0,9,0
6112,3/14/22,5793,,,,
6113,3/14/22,5794,,,,
6114,3/14/22,5795,10,0,0,0
6115,3/14/22,5800,0,10,1,10
6116,3/14/22,5813,9,0,0,0
6117,3/14/22,5821,10,0,10,0
6118,3/14/22,5833,10,1,10,1
6119,3/14/22,5834,,8,10,10
6120,3/14/22,5842,,,,
6121,3/14/22,5843,,0,6,1
6122,3/14/22,5852,10,10,10,10
6123,3/14/22,5854,,,,
6124,3/14/22,5855,10,0,10,6
6125,3/14/22,5858,,,,
6126,3/14/22,5861,0,0,10,10
6127,3/14/22,5864,1,1,10,1
6128,3/14/22,5866,10,10,10,10
6129,3/14/22,5868,,,,
6130,3/14/22,5877,,,,
6131,3/14/22,5883,,,,
6132,3/14/22,5904,0,0,1,0
6133,3/14/22,5905,,,,
6134,3/14/22,5906,10,10,1,8
6135,3/14/22,5907,1,1,0,0
6136,3/14/22,5912,10,8,6,0
6137,3/14/22,5919,,,,
6138,3/14/22,5921,,,,
6139,3/14/22,5924,,,,
6140,3/14/22,5930,0,1,0,0
6141,3/14/22,5931,8,10,0,0
6142,3/14/22,5972,0,0,10,0
6143,3/14/22,6004,,,,
6144,3/14/22,6007,10,10,10,1
6145,3/14/22,6008,10,0,10,0
6146,3/14/22,6016,,,,
6147,3/14/22,6022,,,,
6148,3/14/22,6025,1,1,1,0
6149,3/14/22,6027,,,,
6150,3/14/22,6033,10,1,10,0
6151,3/14/22,6036,,,,
6152,3/14/22,6039,10,,,
6153,3/14/22,6042,,0,0,0
6154,3/14/22,6047,10,10,10,0
6155,3/14/22,6049,,,1,
6156,3/14/22,6056,,,,
6157,3/14/22,6059,10,6,10,0
6158,3/14/22,6064,,,,
6159,3/14/22,6065,,1,,
6160,3/14/22,6066,1,,10,
6161,3/14/22,6067,10,1,10,1
6162,3/14/22,6071,10,0,0,0
6163,3/14/22,6073,,,,
6164,3/14/22,6074,,,,1
6165,3/14/22,6075,,,,
6166,3/14/22,6077,,,,
6167,3/14/22,6079,10,,,
6168,3/14/22,6087,10,10,10,10
6169,3/14/22,6098,,,,
6170,3/14/22,6099,,,,
6171,3/14/22,6101,10,6,10,1
6172,3/14/22,6105,10,1,0,0
6173,3/14/22,6108,,,,
6174,3/14/22,6118,,,,
6175,3/14/22,6120,,,,
6176,3/14/22,6123,,,,
6177,3/14/22,6127,,,,
6178,3/14/22,6129,0,0,0,0
6179,3/14/22,6132,,,,
6180,3/14/22,6134,1,0,0,0
6181,3/14/22,6137,,,,
6182,3/14/22,6141,,,,
6183,3/14/22,6142,,,,
6184,3/14/22,6146,10,0,0,0
6185,3/14/22,6151,,,,
6186,3/14/22,6152,1,10,0,0
6187,3/14/22,6156,,,,
6188,3/14/22,6162,,,,
6189,3/14/22,6163,,,,
6190,3/14/22,6166,10,1,0,0
6191,3/14/22,6171,1,1,10,8
6192,3/14/22,6174,,,,
6193,3/14/22,6176,,,,
6194,3/14/22,6177,,1,,
6195,3/14/22,6179,0,0,0,0
6196,3/14/22,6182,,,,
6197,3/14/22,6184,,1,,
6198,3/14/22,6188,,,,
6199,3/14/22,6189,10,10,0,0
6200,3/14/22,6190,,,,
6201,3/14/22,6191,10,,,
6202,3/14/22,6194,,,,
6203,3/14/22,6197,,,,
6204,3/14/22,6199,1,,,
6205,3/14/22,6203,10,10,6,1
6206,3/14/22,6207,0,0,0,0
6207,3/14/22,6213,10,10,0,8
6208,3/14/22,6222,,,,
6209,3/14/22,6224,0,0,1,0
6210,3/14/22,6228,10,1,9,1
6211,3/14/22,6230,,,,
6212,3/14/22,6232,,,,
6213,3/14/22,6239,,,,
6214,3/14/22,6240,0,0,0,0
6215,3/14/22,6243,,,,
6216,3/14/22,6248,,,,
6217,3/14/22,6258,1,0,0,0
6218,3/14/22,6259,,,,
6219,3/14/22,6261,,,,
6220,3/14/22,6263,0,0,0,0
6221,3/14/22,6266,,,,
6222,3/14/22,6269,,,,
6223,3/14/22,6276,,,,
6224,3/14/22,6277,,,,
6225,3/14/22,6279,0,0,0,0
6226,3/14/22,6280,10,6,1,10
6227,3/14/22,6281,10,10,10,10
6228,3/14/22,6283,,,,1
6229,3/14/22,6288,0,0,0,0
6230,3/14/22,6289,,0,6,10
6231,3/14/22,6292,,,,
6232,3/14/22,6293,,,,
6233,3/14/22,6294,10,1,1,1
6234,3/14/22,6296,,,,1
6235,3/14/22,6299,0,1,0,0
6236,3/14/22,6300,,,,
6237,3/14/22,6302,,,,
6238,3/14/22,6305,,1,0,0
6239,3/14/22,6307,,,,
6240,3/14/22,6308,10,1,,
6241,3/14/22,6316,0,1,0,0
6242,3/14/22,6321,,,,
6243,3/14/22,6322,,,,
6244,3/14/22,6325,1,,,
6245,3/14/22,6327,10,0,0,0
6246,3/14/22,6331,10,10,10,1
6247,3/14/22,6333,10,1,0,0
6248,3/14/22,6334,,,,
6249,3/14/22,6336,,,,
6250,3/14/22,6338,,,,
6251,3/14/22,6341,,,,
6252,3/14/22,6342,,,,
6253,3/14/22,6344,10,1,0,0
6254,3/14/22,6345,1,,,
6255,3/14/22,6346,,,,
6256,3/14/22,6347,10,6,0,0
6257,3/14/22,6351,1,1,0,0
6258,3/14/22,6352,,,,
6259,3/14/22,6354,1,,,
6260,3/14/22,6356,,,,
6261,3/14/22,6357,10,,10,
6262,3/14/22,6359,,,,
6263,3/14/22,6362,,,,
6264,3/14/22,6363,,,,
6265,3/14/22,6364,,,,
6266,3/14/22,6367,,,,
6267,3/14/22,6371,1,0,0,0
6268,3/14/22,6372,,,,
6269,3/14/22,6373,,,,
6270,3/14/22,6374,,,,
6271,3/14/22,6377,,6,10,8
6272,3/14/22,6406,,0,0,0
6273,3/14/22,6407,,,,
6274,3/14/22,6408,,,,
6275,3/14/22,6410,0,0,0,0
6276,3/14/22,6414,1,,1,6
6277,3/14/22,6416,,,,
6278,3/14/22,6419,,,,
6279,3/14/22,6424,,,,1
6280,3/14/22,6426,10,0,10,10
6281,3/14/22,6427,,,,1
6282,3/14/22,6430,,,,
6283,3/14/22,6434,0,0,0,0
6284,3/14/22,6439,,,,
6285,3/14/22,6440,0,0,1,0
6286,3/14/22,6560,10,8,10,8
6287,3/14/22,6565,10,0,10,0
6288,3/14/22,6639,10,8,10,1
6289,3/14/22,6683,0,1,0,1
6290,3/14/22,6701,1,6,1,1
6291,3/14/22,6706,,,,
6292,3/14/22,6708,,,,
6293,3/14/22,6709,,,,
6294,3/14/22,6710,,,,1
6295,3/14/22,6716,,,,
6296,3/14/22,6725,,,,
6297,3/14/22,6729,,,,
6298,3/14/22,6731,,,,
6299,3/14/22,6739,0,0,10,1
6300,3/14/22,6765,0,0,10,0
6301,3/14/22,6802,,,,
6302,3/14/22,6804,1,1,0,0
6303,3/14/22,6882,0,0,0,0
6304,3/14/22,6977,0,0,10,10
6305,3/14/22,7391,1,1,10,10
6306,3/14/22,7497,9,0,10,1
6307,3/14/22,7887,0,0,6,0
6308,3/14/22,8177,1,1,10,6
6309,3/14/22,8302,0,0,10,1
6310,3/14/22,8463,0,1,10,1
6311,3/14/22,9364,1,0,0,0
6312,3/14/22,9389,0,0,10,8
6313,3/14/22,9658,10,0,10,0
6314,3/14/22,9759,10,0,10,0
6315,3/15/22,351,0,10,0,0
6316,3/15/22,406,10,0,1,0
6317,3/15/22,834,0,0,6,0
6318,3/15/22,846,10,0,0,0
6319,3/15/22,1862,0,1,0,0
6320,3/15/22,1886,0,0,0,0
6321,3/15/22,1904,0,0,0,6
6322,3/15/22,1964,,0,7,0
6323,3/15/22,1972,,,,
6324,3/15/22,2045,0,0,1,0
6325,3/15/22,2310,0,10,0,0
6326,3/15/22,2342,0,1,0,0
6327,3/15/22,2503,10,0,10,0
6328,3/15/22,2553,10,1,0,0
6329,3/15/22,2669,1,0,7,0
6330,3/15/22,2751,,,,
6331,3/15/22,2755,10,0,10,0
6332,3/15/22,2766,,,,
6333,3/15/22,2772,10,1,1,1
6334,3/15/22,2773,1,,,
6335,3/15/22,2812,10,0,0,0
6336,3/15/22,2815,10,0,10,0
6337,3/15/22,2835,10,0,10,0
6338,3/15/22,2839,,,,
6339,3/15/22,2854,0,0,6,0
6340,3/15/22,2882,0,1,0,0
6341,3/15/22,2893,0,0,10,0
6342,3/15/22,2954,1,0,0,0
6343,3/15/22,2983,10,0,0,0
6344,3/15/22,2990,10,0,10,0
6345,3/15/22,2991,,,,
6346,3/15/22,4053,10,0,10,0
6347,3/15/22,4109,8,0,0,6
6348,3/15/22,4140,10,0,10,0
6349,3/15/22,4157,10,0,1,0
6350,3/15/22,4180,0,0,1,0
6351,3/15/22,4202,10,0,10,0
6352,3/15/22,4203,0,0,0,0
6353,3/15/22,4219,10,0,0,0
6354,3/15/22,4228,,1,0,0
6355,3/15/22,4235,,,,
6356,3/15/22,4250,,,,
6357,3/15/22,4268,,,,
6358,3/15/22,4287,10,8,1,1
6359,3/15/22,4296,0,0,0,0
6360,3/15/22,4300,10,10,1,1
6361,3/15/22,4308,6,0,1,0
6362,3/15/22,4314,,,,
6363,3/15/22,4321,10,1,0,0
6364,3/15/22,4328,,,,
6365,3/15/22,4337,10,10,0,0
6366,3/15/22,4366,10,10,1,0
6367,3/15/22,4409,10,0,10,0
6368,3/15/22,4454,10,10,1,0
6369,3/15/22,4456,10,0,10,0
6370,3/15/22,4463,0,0,10,1
6371,3/15/22,4473,1,0,1,1
6372,3/15/22,4499,10,1,7,1
6373,3/15/22,4552,10,0,10,1
6374,3/15/22,4553,1,0,0,0
6375,3/15/22,4554,1,0,0,0
6376,3/15/22,4593,1,0,0,0
6377,3/15/22,4600,10,0,10,0
6378,3/15/22,4737,0,0,1,1
6379,3/15/22,4760,,,,
6380,3/15/22,4773,10,,,
6381,3/15/22,4778,,,,
6382,3/15/22,4789,,,,
6383,3/15/22,4814,10,1,10,8
6384,3/15/22,4817,,,,
6385,3/15/22,4834,1,0,0,0
6386,3/15/22,4840,,,,
6387,3/15/22,4846,0,0,0,6
6388,3/15/22,4857,10,0,6,0
6389,3/15/22,4871,,,,
6390,3/15/22,4874,,,,
6391,3/15/22,4881,10,0,0,0
6392,3/15/22,4887,,,,
6393,3/15/22,4929,10,10,0,0
6394,3/15/22,4939,10,1,0,0
6395,3/15/22,4941,,,,
6396,3/15/22,4947,10,10,0,0
6397,3/15/22,4951,,,,
6398,3/15/22,4969,,,,
6399,3/15/22,4974,,,,
6400,3/15/22,4977,6,10,0,0
6401,3/15/22,5003,10,1,0,0
6402,3/15/22,5011,10,10,0,0
6403,3/15/22,5013,10,0,0,0
6404,3/15/22,5025,10,0,0,0
6405,3/15/22,5026,10,10,1,0
6406,3/15/22,5039,1,0,0,0
6407,3/15/22,5041,,,,
6408,3/15/22,5042,10,0,0,0
6409,3/15/22,5062,,1,0,0
6410,3/15/22,5067,10,10,6,0
6411,3/15/22,5068,1,0,0,
6412,3/15/22,5069,10,0,10,0
6413,3/15/22,5071,,,,
6414,3/15/22,5080,,1,0,0
6415,3/15/22,5092,,,,
6416,3/15/22,5124,10,1,10,1
6417,3/15/22,5145,10,0,6,6
6418,3/15/22,5150,,,,
6419,3/15/22,5153,10,0,10,0
6420,3/15/22,5155,0,1,0,0
6421,3/15/22,5160,10,0,1,1
6422,3/15/22,5164,10,0,6,0
6423,3/15/22,5175,10,1,10,0
6424,3/15/22,5179,,,,
6425,3/15/22,5189,,,,
6426,3/15/22,5191,10,0,1,0
6427,3/15/22,5196,10,1,1,1
6428,3/15/22,5221,,,,
6429,3/15/22,5228,10,0,0,0
6430,3/15/22,5235,10,0,0,0
6431,3/15/22,5240,10,1,0,1
6432,3/15/22,5245,10,0,0,1
6433,3/15/22,5252,10,0,0,0
